id,cost
10001,85.87890625
10002,16.253925323486328
10003,20.517797470092773
10004,20.765148162841797
10005,4.46513032913208
10006,19.626338958740234
10007,390.35986328125
10008,33.182674407958984
10009,161.72442626953125
10010,150.8960723876953
10011,588.257080078125
10012,4.547230243682861
10013,182.9300079345703
10014,32.72761154174805
10015,237.8524932861328
10016,28.924518585205078
10017,24.663787841796875
10018,73.47174835205078
10019,76.39837646484375
10020,34.70469665527344
10021,123.45179748535156
10022,13.30547046661377
10023,93.04865264892578
10024,367.7975158691406
10025,202.11309814453125
10026,29.15869903564453
10027,11.671990394592285
10028,248.88316345214844
10029,60.365943908691406
10030,75.74567413330078
10031,43.924468994140625
10032,36.02295684814453
10033,110.33098602294922
10034,282.18524169921875
10035,215.7974090576172
10036,119.16461944580078
10037,167.28350830078125
10038,15.341022491455078
10039,25.007667541503906
10040,213.9629669189453
10041,49.158573150634766
10042,5.483685493469238
10043,14.287208557128906
10044,255.12478637695312
10045,164.96957397460938
10046,78.57894897460938
10047,98.48539733886719
10048,124.84983825683594
10049,134.1731719970703
10050,148.2818145751953
10051,113.79597473144531
10052,59.18148422241211
10053,10.76611328125
10054,48.711639404296875
10055,32.77170181274414
10056,235.05734252929688
10057,203.49996948242188
10058,263.8316955566406
10059,121.97118377685547
10060,33.5032844543457
10061,269.50775146484375
10062,87.54492950439453
10063,100.27947235107422
10064,104.58208465576172
10065,63.98305130004883
10066,46.666343688964844
10067,98.20169830322266
10068,29.790218353271484
10069,242.17510986328125
10070,95.20030212402344
10071,404.83343505859375
10072,56.35464859008789
10073,208.621337890625
10074,365.3338317871094
10075,32.96495056152344
10076,32.21675109863281
10077,106.56967163085938
10078,220.67840576171875
10079,6.5738677978515625
10080,132.51165771484375
10081,1.382127285003662
10082,80.05321502685547
10083,491.5424499511719
10084,489.3394470214844
10085,8.491459846496582
10086,170.17115783691406
10087,23.19316864013672
10088,222.24118041992188
10089,196.1618194580078
10090,256.27764892578125
10091,57.72283172607422
10092,230.36219787597656
10093,274.1745910644531
10094,154.33740234375
10095,333.7644958496094
10096,145.60772705078125
10097,80.78887939453125
10098,9.843140602111816
10099,5.483685493469238
10100,32.43730545043945
10101,34.24237823486328
10102,38.96495819091797
10103,31.70639419555664
10104,21.02507972717285
10105,353.3502197265625
10106,74.26459503173828
10107,32.8042106628418
10108,301.3855285644531
10109,465.6218566894531
10110,23.093013763427734
10111,149.6341552734375
10112,66.77001190185547
10113,75.65567779541016
10114,106.68212127685547
10115,153.80352783203125
10116,117.47322845458984
10117,15.14008903503418
10118,41.521507263183594
10119,228.6468963623047
10120,165.83123779296875
10121,130.94210815429688
10122,25.10556411743164
10123,359.674072265625
10124,289.8092956542969
10125,141.17092895507812
10126,268.8578186035156
10127,22.072566986083984
10128,60.75508499145508
10129,24.275814056396484
10130,276.9767761230469
10131,97.73075103759766
10132,191.82200622558594
10133,337.23095703125
10134,581.229248046875
10135,141.90838623046875
10136,14.994051933288574
10137,49.472042083740234
10138,4.174323558807373
10139,23.267024993896484
10140,35.88081741333008
10141,30.62207794189453
10142,134.37200927734375
10143,5.483685493469238
10144,50.2333984375
10145,126.4625015258789
10146,118.99003601074219
10147,210.541015625
10148,126.66683959960938
10149,33.113792419433594
10150,454.58831787109375
10151,22.610530853271484
10152,256.28094482421875
10153,185.31771850585938
10154,148.96263122558594
10155,518.3135375976562
10156,66.02997589111328
10157,74.23053741455078
10158,37.285606384277344
10159,86.82328033447266
10160,25.26938247680664
10161,217.65780639648438
10162,172.63168334960938
10163,16.512920379638672
10164,108.5726318359375
10165,141.3171844482422
10166,55.51136016845703
10167,102.22480773925781
10168,237.83538818359375
10169,85.67965698242188
10170,244.60545349121094
10171,82.01702117919922
10172,13.606497764587402
10173,90.23289489746094
10174,23.117801666259766
10175,552.9972534179688
10176,14.415762901306152
10177,130.8721923828125
10178,73.74376678466797
10179,19.96267318725586
10180,15.104122161865234
10181,0.9725170135498047
10182,310.7220153808594
10183,42.588932037353516
10184,451.0622863769531
10185,76.52226257324219
10186,32.09971237182617
10187,103.21102905273438
10188,108.67230224609375
10189,274.2247314453125
10190,44.60778045654297
10191,10.199731826782227
10192,81.33729553222656
10193,68.49006652832031
10194,23.060855865478516
10195,90.25785827636719
10196,497.83282470703125
10197,134.18255615234375
10198,49.30359649658203
10199,15.296422004699707
10200,59.81663513183594
10201,143.19476318359375
10202,29.03868865966797
10203,275.6334228515625
10204,246.60011291503906
10205,273.11572265625
10206,36.53178024291992
10207,13.162606239318848
10208,3.732015609741211
10209,249.9365692138672
10210,101.25817108154297
10211,482.1810302734375
10212,105.39204406738281
10213,15.522740364074707
10214,0.6912870407104492
10215,21.63268280029297
10216,31.900535583496094
10217,443.7904968261719
10218,58.49631118774414
10219,26.14516830444336
10220,636.598388671875
10221,8.161575317382812
10222,31.21617889404297
10223,30.53525161743164
10224,211.76063537597656
10225,254.42283630371094
10226,59.43656539916992
10227,166.1272430419922
10228,4.270008087158203
10229,57.06814193725586
10230,42.31145477294922
10231,15.80665397644043
10232,203.2914581298828
10233,68.39229583740234
10234,4.454249858856201
10235,311.2105407714844
10236,36.7158317565918
10237,30.947566986083984
10238,82.12409973144531
10239,23.740055084228516
10240,587.39990234375
10241,257.39605712890625
10242,34.28753662109375
10243,267.3633728027344
10244,198.72776794433594
10245,232.4136505126953
10246,12.981696128845215
10247,232.82388305664062
10248,24.335800170898438
10249,37.82666015625
10250,31.206829071044922
10251,4.998641490936279
10252,81.8553466796875
10253,5.9645795822143555
10254,34.6888313293457
10255,221.833740234375
10256,78.8816146850586
10257,458.2845764160156
10258,169.96571350097656
10259,99.44529724121094
10260,26.57807159423828
10261,63.00312805175781
10262,191.23870849609375
10263,114.69358825683594
10264,16.154565811157227
10265,41.10977554321289
10266,270.1509094238281
10267,33.224609375
10268,147.98773193359375
10269,245.1584014892578
10270,24.36614227294922
10271,43.699424743652344
10272,119.7454833984375
10273,129.25253295898438
10274,135.81539916992188
10275,3.1705901622772217
10276,63.17368698120117
10277,169.3572540283203
10278,301.7241516113281
10279,34.02214431762695
10280,103.62980651855469
10281,33.76494598388672
10282,24.963058471679688
10283,32.59030532836914
10284,187.56661987304688
10285,47.9213981628418
10286,395.4334411621094
10287,17.34774398803711
10288,59.445457458496094
10289,351.5090637207031
10290,33.831302642822266
10291,148.5679931640625
10292,128.00013732910156
10293,43.09257125854492
10294,34.06544494628906
10295,121.79137420654297
10296,6.462493419647217
10297,168.84588623046875
10298,70.82063293457031
10299,173.05274963378906
10300,611.7703247070312
10301,155.02984619140625
10302,130.09613037109375
10303,13.360980033874512
10304,69.27794647216797
10305,261.19244384765625
10306,59.61362075805664
10307,71.40216064453125
10308,32.58024978637695
10309,249.14566040039062
10310,41.184295654296875
10311,495.24322509765625
10312,19.407833099365234
10313,22.065345764160156
10314,118.65399169921875
10315,479.5798034667969
10316,12.361194610595703
10317,14.291682243347168
10318,31.87874984741211
10319,359.0857238769531
10320,92.52690887451172
10321,307.4018859863281
10322,23.801830291748047
10323,51.38102340698242
10324,177.91583251953125
10325,13.596719741821289
10326,634.7091064453125
10327,276.2198181152344
10328,144.57557678222656
10329,169.61453247070312
10330,427.8388671875
10331,231.17193603515625
10332,90.86976623535156
10333,26.034122467041016
10334,26.068012237548828
10335,53.635704040527344
10336,33.9125862121582
10337,137.25228881835938
10338,117.48258209228516
10339,187.76512145996094
10340,414.9249572753906
10341,431.52587890625
10342,58.60395812988281
10343,529.9828491210938
10344,317.1860656738281
10345,111.42566680908203
10346,39.70344924926758
10347,32.459049224853516
10348,23.456512451171875
10349,140.88824462890625
10350,419.45965576171875
10351,5.483685493469238
10352,658.6271362304688
10353,202.16683959960938
10354,426.69183349609375
10355,110.68923950195312
10356,115.2979736328125
10357,206.8855438232422
10358,165.42730712890625
10359,25.928565979003906
10360,488.44329833984375
10361,119.02577209472656
10362,270.0874938964844
10363,45.754150390625
10364,137.83316040039062
10365,50.36606216430664
10366,4.5003767013549805
10367,70.30824279785156
10368,5.2050557136535645
10369,23.11011505126953
10370,82.21442413330078
10371,23.425670623779297
10372,20.275421142578125
10373,137.07740783691406
10374,253.14361572265625
10375,403.4675598144531
10376,48.233070373535156
10377,9.125161170959473
10378,444.70770263671875
10379,12.993671417236328
10380,277.9280700683594
10381,180.4238739013672
10382,14.35372543334961
10383,14.343926429748535
10384,104.37969207763672
10385,250.69186401367188
10386,22.793766021728516
10387,311.98883056640625
10388,239.8511199951172
10389,31.023822784423828
10390,483.3030700683594
10391,650.5755615234375
10392,18.679584503173828
10393,156.14614868164062
10394,66.5062255859375
10395,268.2218017578125
10396,111.83672332763672
10397,32.9427490234375
10398,31.21617889404297
10399,26.560958862304688
10400,80.92548370361328
10401,10.977149963378906
10402,294.1213073730469
10403,66.55694580078125
10404,79.71610260009766
10405,7.206686973571777
10406,50.30046081542969
10407,5.483685493469238
10408,174.86376953125
10409,184.12164306640625
10410,153.50289916992188
10411,148.72703552246094
10412,326.8620910644531
10413,18.52210235595703
10414,56.07080078125
10415,24.762920379638672
10416,80.77824401855469
10417,590.9369506835938
